ID Produk,Nama Produk,Brand,Kategori,Subkategori,Deskripsi Teks (Untuk Embeddings),Harga (Untuk Filter Metadata),URL Produk (Tautan Pembelian),url_gambar
PROD-440,Tas Carrier Naturehike Include Raincover 55L,Naturehike,Equipment/Backpack,Tas Carrier,"Produk Tas Carrier Naturehike Include Raincover 55L dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari bahan Nylon Cordura Honeycomb tahan sobek, dilengkapi dengan akses ritsleting depan (front loading), kompartemen kantong tidur bawah, dan saku hipbelt luas. Investasi peralatan outdoor paling mendasar yang menawarkan ruang penyimpanan luas, manajemen kompartemen yang rapi, dan durabilitas tinggi. Produk original dari Naturehike ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",1253000,https://www.outdoorgear.id/produk/tas-carrier-naturehike-include-raincover-55l-prod-440,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-441,Celana Avtech Quickdry Stretch,Avtech,Apparel/Outdoor,Celana,"Produk Celana Avtech Quickdry Stretch dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari kain Stretch Nylon Quick-dry yang melar ke 4 arah, memberikan kebebasan bergerak tanpa batas saat mendaki tebing atau melewati jalur curam. Kemampuannya yang sangat cepat kering membuatnya sangat handal digunakan melintasi area basah atau saat harus kehujanan di tengah jalur. Dengan memilih perlengkapan dari Avtech, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",353000,https://www.outdoorgear.id/produk/celana-avtech-quickdry-stretch-prod-441,https://download.logo.wine/logo/Columbia_Sportswear/Columbia_Sportswear-Logo.wine.png
PROD-442,Sepatu Gunung Quechua Vibram Sole Waterproof,Quechua,Footwear/Outdoor,Sepatu Gunung,"Produk Sepatu Gunung Quechua Vibram Sole Waterproof dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibuat dari kombinasi Cordura heavy-duty dan teknologi outsole Vibram berkontur kasar yang dirancang khusus untuk cengkeraman maksimal pada medan berbatu, tanah gembur, maupun jalur licin pasca hujan deras. Sangat ideal bagi pendaki pemula maupun profesional yang mencari proteksi engkel optimal guna mencegah cedera terkilir saat membawa beban ransel berat. Sebagai salah satu rilisan unggulan, Quechua berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",1535000,https://www.outdoorgear.id/produk/sepatu-gunung-quechua-vibram-sole-waterproof-prod-442,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-443,Sarung Tangan Avtech Thermal Fleece Windstopper,Avtech,Apparel/Outdoor,Sarung Tangan,"Produk Sarung Tangan Avtech Thermal Fleece Windstopper dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Bagian telapak tangan dilapisi bahan karet/silikon bertekstur grip tinggi (anti-slip pad) untuk memastikan pegangan Anda pada tracking pole tetap mantap dan tidak licin. Pelindung vital untuk mencegah telapak tangan kaku akibat hipotermia, sangat disarankan dipakai dari waktu istirahat malam hari hingga tiba di puncak. Sebagai salah satu rilisan unggulan, Avtech berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",114000,https://www.outdoorgear.id/produk/sarung-tangan-avtech-thermal-fleece-windstopper-prod-443,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2024/3/15/431fe693-858b-4933-bd55-7b5fc2f24410.jpg
PROD-444,CooKing Set Kalibre Ringkas 2-3 orang Teflon Anti Lengket,Kalibre,Equipment/Cooking,CooKing Set,"Produk CooKing Set Kalibre Ringkas 2-3 orang Teflon Anti Lengket dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terdiri dari beberapa panci dan wajan yang didesain dapat disusun bertumpuk saling mengunci (nesting system) untuk menghemat ruang penyimpanan di dalam tas carrier. Materialnya yang kokoh menjamin daya tahan tinggi terhadap paparan api kompor gas portable, menjadikannya gear wajib pendakian berulang kali. Dengan memilih perlengkapan dari Kalibre, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",331000,https://www.outdoorgear.id/produk/cooking-set-kalibre-ringkas-2-3-orang-teflon-anti-lengket-prod-444,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-445,Tracking Pole Avtech Antishock Flip Lock,Avtech,Equipment/Outdoor,Tracking Pole,"Produk Tracking Pole Avtech Antishock Flip Lock dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibangun menggunakan material Carbon Fiber kelas penerbangan yang sangat ringan namun memiliki kekuatan torsional luar biasa untuk membagi beban lutut saat menanjak. Sangat membantu menjaga keseimbangan tubuh dan mengurangi beban tekanan pada lutut hingga 25% saat melewati turunan curam berbatu. Sebagai salah satu rilisan unggulan, Avtech berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",118000,https://www.outdoorgear.id/produk/tracking-pole-avtech-antishock-flip-lock-prod-445,https://tse3.mm.bing.net/th/id/OIP.ZNQ4_c2CmuQTlawL5gDj4wHaHc?pid=Api&P=0&h=180
PROD-446,Kompor Portable Consina Lipat Mini Spider,Consina,Equipment/Cooking,Kompor Portable,"Produk Kompor Portable Consina Lipat Mini Spider dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi pipa pre-heating dan pemantik piezo-elektrik otomatis yang memudahkan penyalaan api bahkan dalam kondisi angin kencang atau suhu dingin pegunungan. Sangat direkomendasikan untuk kegiatan outdoor berkelompok maupun solo camping, serta berguna sebagai kit darurat bencana di rumah. Sebagai salah satu rilisan unggulan, Consina berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",203000,https://www.outdoorgear.id/produk/kompor-portable-consina-lipat-mini-spider-prod-446,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-447,CooKing Set Kalibre Ringkas 2-3 orang Anodized Hard,Kalibre,Equipment/Cooking,CooKing Set,"Produk CooKing Set Kalibre Ringkas 2-3 orang Anodized Hard dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Gagang panci dilapisi plastik silikon pelindung panas (insulasi termal) yang dapat dilipat menempel ke badan panci saat tidak digunakan. Sangat direkomendasikan bagi para koki camp site yang gemar mengeksplorasi berbagai menu makanan hangat di tengah hutan atau puncak gunung. Dengan memilih perlengkapan dari Kalibre, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",146000,https://www.outdoorgear.id/produk/cooking-set-kalibre-ringkas-2-3-orang-anodized-hard-prod-447,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-448,Botol Minum Thermal Naturehike 1 Liter Keep Hot/Cold,Naturehike,Equipment/Tools,Botol Minum Thermal,"Produk Botol Minum Thermal Naturehike 1 Liter Keep Hot/Cold dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Mampu mempertahankan suhu air panas hingga 12 jam dan air es dingin hingga 24 jam tanpa menimbulkan kondensasi atau embun di permukaan luar botol. Ideal untuk dibawa bepergian ke kantor, kuliah, camping, hingga perjalanan jauh demi mengurangi sampah plastik sekali pakai (ramah lingkungan). Sebagai salah satu rilisan unggulan, Naturehike berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",112000,https://www.outdoorgear.id/produk/botol-minum-thermal-naturehike-1-liter-keep-hotcold-prod-448,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-449,Tracking Pole Patagonia Flip Lock Teleskopik 3 Section,Patagonia,Equipment/Outdoor,Tracking Pole,"Produk Tracking Pole Patagonia Flip Lock Teleskopik 3 Section dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibangun menggunakan material Carbon Fiber kelas penerbangan yang sangat ringan namun memiliki kekuatan torsional luar biasa untuk membagi beban lutut saat menanjak. Alat bantu esensial bagi pendaki yang menempuh jalur panjang guna menghemat energi otot kaki dan membagi kerja tumpuan ke otot tangan secara efisien. Sebagai salah satu rilisan unggulan, Patagonia berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",98000,https://www.outdoorgear.id/produk/tracking-pole-patagonia-flip-lock-teleskopik-3-section-prod-449,https://tse3.mm.bing.net/th/id/OIP.ZNQ4_c2CmuQTlawL5gDj4wHaHc?pid=Api&P=0&h=180
PROD-450,Headlamp Jack Wolfskin LED Cree Rechargeable USB,Jack Wolfskin,Equipment/Lighting,Headlamp,"Produk Headlamp Jack Wolfskin LED Cree Rechargeable USB dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi LED Cree berdaya sorot hingga 300 lumens dengan jarak pancar mencapai 80 meter, menawarkan mode cahaya fokus, floodlight luas, serta lampu merah SOS. Alat penerangan krusial untuk memandu langkah kaki Anda saat melakukan pendakian malam hari menuju puncak agar kedua tangan tetap bebas bergerak memegang tracking pole. Sebagai salah satu rilisan unggulan, Jack Wolfskin berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",328000,https://www.outdoorgear.id/produk/headlamp-jack-wolfskin-led-cree-rechargeable-usb-prod-450,https://i5.walmartimages.com/seo/Adult-LED-Rechargeable-Headlamp-LED-Headlamps-Torch-90-Adjustable-4-Modes-IPX5-Waterproof-USB-Headlamp-Camping-Running-Hunting-Cycling_e4b07274-da5e-4ad7-80d1-942a8e6e28ca.ed648eabeb04909f288a94846c7952eb.jpeg
PROD-451,Celana Consina Water-repellent Stretch,Consina,Apparel/Outdoor,Celana,"Produk Celana Consina Water-repellent Stretch dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Memiliki jahitan ganda yang diperkuat di area selangkangan dan lutut (reinforced panels) serta saku kargo beritsleting yang aman untuk menyimpan kompas atau ponsel. Kemampuannya yang sangat cepat kering membuatnya sangat handal digunakan melintasi area basah atau saat harus kehujanan di tengah jalur. Dengan memilih perlengkapan dari Consina, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",313000,https://www.outdoorgear.id/produk/celana-consina-water-repellent-stretch-prod-451,https://download.logo.wine/logo/Columbia_Sportswear/Columbia_Sportswear-Logo.wine.png
PROD-452,Pisau Lipat Jack Wolfskin Multi-tool Pocket Size,Jack Wolfskin,Equipment/Tools,Pisau Lipat,"Produk Pisau Lipat Jack Wolfskin Multi-tool Pocket Size dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi sistem penguncian bilah mekanis (Liner Lock) yang sangat aman untuk mencegah pisau terlipat sendiri saat digunakan memotong kayu atau tali webbing tebal. Menawarkan keandalan mekanis tingkat tinggi bagi pemancing, pemburu, pendaki gunung, maupun penggiat bushcraft yang membutuhkan alat potong presisi. Sebagai salah satu rilisan unggulan, Jack Wolfskin berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",182000,https://www.outdoorgear.id/produk/pisau-lipat-jack-wolfskin-multi-tool-pocket-size-prod-452,https://down-id.img.susercontent.com/file/id-11134207-7r991-m0b3h765tyl234
PROD-453,Tenda Avtech Ultralight Rod Kapasitas 6 Orang,Avtech,Equipment/Camping,Tenda,"Produk Tenda Avtech Ultralight Rod Kapasitas 6 Orang dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Mengadopsi struktur rangka aluminium alloy silang yang sangat kokoh menahan terpaan angin badai pegunungan, lengkap dengan pasak baja dan tali guyline reflektif. Kemudahan instalasinya (user-friendly setup) membuat tenda ini dapat didirikan dengan cepat dalam waktu kurang dari 10 menit oleh dua orang. Sebagai salah satu rilisan unggulan, Avtech berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",550000,https://www.outdoorgear.id/produk/tenda-avtech-ultralight-rod-kapasitas-6-orang-prod-453,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-454,Botol Minum Thermal Rey Vacuum Insulated Keep Hot/Cold,Rey,Equipment/Tools,Botol Minum Thermal,"Produk Botol Minum Thermal Rey Vacuum Insulated Keep Hot/Cold dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Mampu mempertahankan suhu air panas hingga 12 jam dan air es dingin hingga 24 jam tanpa menimbulkan kondensasi atau embun di permukaan luar botol. Sangat membantu untuk menyimpan suplai air hangat atau kopi panas di malam hari, memberikan kenyamanan instan saat suhu sekitar mulai menusuk tulang. Dengan memilih perlengkapan dari Rey, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",155000,https://www.outdoorgear.id/produk/botol-minum-thermal-rey-vacuum-insulated-keep-hotcold-prod-454,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-455,Tas Carrier Deuter 65L 55L,Deuter,Equipment/Backpack,Tas Carrier,"Produk Tas Carrier Deuter 65L 55L dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi load-lifter strap untuk menyeimbangkan berat tas, sternum strap dengan peluit darurat, serta sudah termasuk rain cover waterproof terintegrasi di kantong bawah. Investasi peralatan outdoor paling mendasar yang menawarkan ruang penyimpanan luas, manajemen kompartemen yang rapi, dan durabilitas tinggi. Produk original dari Deuter ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",828000,https://www.outdoorgear.id/produk/tas-carrier-deuter-65l-55l-prod-455,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-456,Tas Carrier Deuter Ergonomic System 55L,Deuter,Equipment/Backpack,Tas Carrier,"Produk Tas Carrier Deuter Ergonomic System 55L dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi load-lifter strap untuk menyeimbangkan berat tas, sternum strap dengan peluit darurat, serta sudah termasuk rain cover waterproof terintegrasi di kantong bawah. Investasi peralatan outdoor paling mendasar yang menawarkan ruang penyimpanan luas, manajemen kompartemen yang rapi, dan durabilitas tinggi. Sebagai salah satu rilisan unggulan, Deuter berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",2352000,https://www.outdoorgear.id/produk/tas-carrier-deuter-ergonomic-system-55l-prod-456,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-457,Pisau Lipat Osprey Tactical Gear Stainless Steel,Osprey,Equipment/Tools,Pisau Lipat,"Produk Pisau Lipat Osprey Tactical Gear Stainless Steel dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi sistem penguncian bilah mekanis (Liner Lock) yang sangat aman untuk mencegah pisau terlipat sendiri saat digunakan memotong kayu atau tali webbing tebal. Alat serbaguna (*survival tool*) wajib punya yang sangat membantu dalam memotong tali, meraut kayu bakar, membuka kaleng makanan, hingga mempersiapkan bahan masakan. Dengan memilih perlengkapan dari Osprey, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",276000,https://www.outdoorgear.id/produk/pisau-lipat-osprey-tactical-gear-stainless-steel-prod-457,https://down-id.img.susercontent.com/file/id-11134207-7r991-m0b3h765tyl234
PROD-458,Headlamp Jack Wolfskin Sensor Gerak Rechargeable USB,Jack Wolfskin,Equipment/Lighting,Headlamp,"Produk Headlamp Jack Wolfskin Sensor Gerak Rechargeable USB dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan baterai lithium rechargeable yang tahan hingga 40 jam pada mode hemat, serta memiliki sertifikasi IPX6 tahan siraman hujan lebat dari segala arah. Alat penerangan krusial untuk memandu langkah kaki Anda saat melakukan pendakian malam hari menuju puncak agar kedua tangan tetap bebas bergerak memegang tracking pole. Dengan memilih perlengkapan dari Jack Wolfskin, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",339000,https://www.outdoorgear.id/produk/headlamp-jack-wolfskin-sensor-gerak-rechargeable-usb-prod-458,https://i5.walmartimages.com/seo/Adult-LED-Rechargeable-Headlamp-LED-Headlamps-Torch-90-Adjustable-4-Modes-IPX5-Waterproof-USB-Headlamp-Camping-Running-Hunting-Cycling_e4b07274-da5e-4ad7-80d1-942a8e6e28ca.ed648eabeb04909f288a94846c7952eb.jpeg
PROD-459,Topi Rimba Jack Wolfskin Quickdry With Neck Flap,Jack Wolfskin,Apparel/Outdoor,Topi Rimba,"Produk Topi Rimba Jack Wolfskin Quickdry With Neck Flap dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari bahan Nylon Ripstop ultra-ringan yang tahan sobek serta dilengkapi teknologi Omni-Shade UPF 50+ untuk perlindungan maksimal dari sengatan sinar ultraviolet matahari tropis. Rekomendasi terbaik untuk menjaga kenyamanan pandangan mata dan melindungi kulit wajah dari bahaya sunburn selama perjalanan lintas alam harian. Sebagai salah satu rilisan unggulan, Jack Wolfskin berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",91000,https://www.outdoorgear.id/produk/topi-rimba-jack-wolfskin-quickdry-with-neck-flap-prod-459,https://down-id.img.susercontent.com/file/id-11134207-7r991-lm8ie3iy90ac50
